"continent","iso3c","country_region","province_state","ts","confirmed","deaths","recovered","who_region","who_region_code","world_bank_income_group","world_bank_income_group_code","world_bank_income_group_gni_reference_year","world_bank_income_group_release_date","lat","lon"
"Asia","AFG","Afghanistan",NA,2020-02-11,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-12,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-13,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-14,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-15,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-16,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-17,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-18,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-19,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-20,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-21,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-22,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-23,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-24,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-25,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-26,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-27,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-28,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-02-29,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-01,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-02,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-03,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-04,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-05,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-06,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-07,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-08,4,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-09,4,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-10,5,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-11,7,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-12,7,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-13,7,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-14,11,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-15,16,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-16,21,0,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-17,22,0,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-18,22,0,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-19,22,0,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-20,24,0,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-21,24,0,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-22,40,1,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-23,40,1,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-24,74,1,1,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-25,84,2,2,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","AFG","Afghanistan",NA,2020-03-26,94,4,2,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",33,65
"Asia","SYR","Syria",NA,2020-01-22,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-23,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-24,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-25,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-26,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-27,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-28,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-29,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-30,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-31,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-01,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-02,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-03,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-04,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-05,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-06,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-07,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-08,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-09,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-10,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-11,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-12,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-13,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-14,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-15,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-16,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-17,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-18,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-19,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-20,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-21,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-22,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-23,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-24,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-25,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-26,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-27,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-28,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-02-29,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-01,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-02,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-03,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-04,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-05,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-06,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-07,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-08,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-09,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-10,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-11,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-12,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-13,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-14,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-15,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-16,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-17,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-18,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-19,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-20,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-21,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-22,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-23,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-24,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-25,5,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-03-26,5,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.80208,38.99682
"Asia","SYR","Syria",NA,2020-01-22,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-23,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-24,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-25,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-26,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-27,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-28,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-29,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-30,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-01-31,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-01,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-02,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-03,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-04,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-05,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-06,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-07,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-08,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-09,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-10,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-11,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-12,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-13,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-14,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-15,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-16,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-17,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-18,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-19,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-20,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-21,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-22,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-23,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-24,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-25,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-26,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-27,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-28,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-02-29,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-01,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-02,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-03,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-04,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-05,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-06,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-07,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-08,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-09,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-10,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-11,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-12,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-13,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-14,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-15,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-16,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-17,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-18,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-19,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-20,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-21,0,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-22,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-23,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-24,1,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-25,5,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","SYR","Syria",NA,2020-03-26,5,0,0,"Eastern Mediterranean","EMR","Low income","WB_LI","2017","2018",34.8021,38.9968
"Asia","IRN","Iran",NA,2020-01-22,0,0,0,"Eastern Mediterranean","EMR","Upper middle income","WB_UMI","2017","2018",32,53
"Asia","IRN","Iran",NA,2020-01-23,0,0,0,"Eastern Mediterranean","EMR","Upper middle income","WB_UMI","2017","2018",32,53
